medal_date,medal_type,name,gender,country,discipline,event
03-08-2024,Silver Medal,DOUGLASS Kate,Female,United States,Swimming,Women's 200m Individual Medley
03-08-2024,Bronze Medal,McKEOWN Kaylee,Female,Australia,Swimming,Women's 200m Individual Medley
03-08-2024,Gold Medal,LEDECKY Katie,Female,United States,Swimming,Women's 800m Freestyle
03-08-2024,Silver Medal,TITMUS Ariarne,Female,Australia,Swimming,Women's 800m Freestyle
03-08-2024,Bronze Medal,MADDEN Paige,Female,United States,Swimming,Women's 800m Freestyle
03-08-2024,Gold Medal,CHEN Meng,Female,China,Table Tennis,Women's Singles
03-08-2024,Silver Medal,SUN Yingsha,Female,China,Table Tennis,Women's Singles
03-08-2024,Bronze Medal,HAYATA Hina,Female,Japan,Table Tennis,Women's Singles
03-08-2024,Bronze Medal,MUSETTI Lorenzo,Male,Italy,Tennis,Men's Singles
03-08-2024,Gold Medal,ZHENG Qinwen,Female,China,Tennis,Women's Singles
03-08-2024,Silver Medal,VEKIC Donna,Female,Croatia,Tennis,Women's Singles
04-08-2024,Gold Medal,KIM Woojin,Male,Korea,Archery,Men's Individual
04-08-2024,Silver Medal,ELLISON Brady,Male,United States,Archery,Men's Individual
04-08-2024,Bronze Medal,LEE Wooseok,Male,Korea,Archery,Men's Individual
04-08-2024,Gold Medal,LIU Yang,Male,China,Artistic Gymnastics,Men's Rings
04-08-2024,Silver Medal,ZOU Jingyuan,Male,China,Artistic Gymnastics,Men's Rings
04-08-2024,Bronze Medal,PETROUNIAS Eleftherios,Male,Greece,Artistic Gymnastics,Men's Rings
04-08-2024,Gold Medal,YULO Carlos Edriel,Male,Philippines,Artistic Gymnastics,Men's Vault
04-08-2024,Silver Medal,DAVTYAN Artur,Male,Armenia,Artistic Gymnastics,Men's Vault
04-08-2024,Bronze Medal,HEPWORTH Harry,Male,Great Britain,Artistic Gymnastics,Men's Vault
04-08-2024,Gold Medal,NEMOUR Kaylia,Female,Algeria,Artistic Gymnastics,Women's Uneven Bars
04-08-2024,Silver Medal,QIU Qiyuan,Female,China,Artistic Gymnastics,Women's Uneven Bars
04-08-2024,Bronze Medal,LEE Sunisa,Female,United States,Artistic Gymnastics,Women's Uneven Bars
04-08-2024,Gold Medal,LYLES Noah,Male,United States,Athletics,Men's 100m
04-08-2024,Silver Medal,THOMPSON Kishane,Male,Jamaica,Athletics,Men's 100m
04-08-2024,Bronze Medal,KERLEY Fred,Male,United States,Athletics,Men's 100m
04-08-2024,Gold Medal,KATZBERG Ethan,Male,Canada,Athletics,Men's Hammer Throw
04-08-2024,Silver Medal,HALASZ Bence,Male,Hungary,Athletics,Men's Hammer Throw
04-08-2024,Bronze Medal,KOKHAN Mykhaylo,Male,Ukraine,Athletics,Men's Hammer Throw
04-08-2024,Gold Medal,MAHUCHIKH Yaroslava,Female,Ukraine,Athletics,Women's High Jump
04-08-2024,Silver Medal,OLYSLAGERS Nicola,Female,Australia,Athletics,Women's High Jump
04-08-2024,Bronze Medal,GERASHCHENKO Iryna,Female,Ukraine,Athletics,Women's High Jump
04-08-2024,Bronze Medal,PATTERSON Eleanor,Female,Australia,Athletics,Women's High Jump
04-08-2024,Bronze Medal,TUNJUNG Gregoria Mariska,Female,Indonesia,Badminton,Women's Singles
04-08-2024,Bronze Medal,ALCANTARA REYES Yunior,Male,Dominican Republic,Boxing,Men's 51kg
04-08-2024,Bronze Medal,de PINA David,Male,Cabo Verde,Boxing,Men's 51kg
04-08-2024,Bronze Medal,SANFORD Wyatt,Male,Canada,Boxing,Men's 63.5kg
04-08-2024,Bronze Medal,GURULI Lasha,Male,Georgia,Boxing,Men's 63.5kg
04-08-2024,Bronze Medal,PINALES Cristian Javier,Male,Dominican Republic,Boxing,Men's 80kg
04-08-2024,Bronze Medal,LOPEZ CARDONA Arlen,Male,Cuba,Boxing,Men's 80kg
04-08-2024,Bronze Medal,REYES PLA Enmanuel,Male,Spain,Boxing,Men's 92kg
04-08-2024,Bronze Medal,BOLTAEV Davlat,Male,Tajikistan,Boxing,Men's 92kg
04-08-2024,Bronze Medal,PANG Cholmi,Female,DPR Korea,Boxing,Women's 54kg
04-08-2024,Bronze Medal,IM Aeji,Female,Korea,Boxing,Women's 54kg
04-08-2024,Gold Medal,FAULKNER Kristen,Female,United States,Cycling Road,Women's Road Race
04-08-2024,Silver Medal,VOS Marianne,Female,Netherlands,Cycling Road,Women's Road Race
04-08-2024,Bronze Medal,KOPECKY Lotte,Female,Belgium,Cycling Road,Women's Road Race
04-08-2024,Gold Medal,von BREDOW-WERNDL Jessica,Female,Germany,Equestrian,Dressage Individual
04-08-2024,Silver Medal,WERTH Isabell,Female,Germany,Equestrian,Dressage Individual
04-08-2024,Bronze Medal,FRY Charlotte,Female,Great Britain,Equestrian,Dressage Individual
04-08-2024,Gold Medal,SCHEFFLER Scottie,Male,United States,Golf,Men's Individual Stroke Play
04-08-2024,Silver Medal,FLEETWOOD Tommy,Male,Great Britain,Golf,Men's Individual Stroke Play
04-08-2024,Bronze Medal,MATSUYAMA Hideki,Male,Japan,Golf,Men's Individual Stroke Play
04-08-2024,Gold Medal,CROVETTO CHADID Francisca,Female,Chile,Shooting,Skeet Women
04-08-2024,Silver Medal,RUTTER Amber Jo,Female,Great Britain,Shooting,Skeet Women
04-08-2024,Bronze Medal,SMITH Austen Jewell,Female,United States,Shooting,Skeet Women
04-08-2024,Gold Medal,FINKE Bobby,Male,United States,Swimming,Men's 1500m Freestyle
04-08-2024,Silver Medal,PALTRINIERI Gregorio,Male,Italy,Swimming,Men's 1500m Freestyle
04-08-2024,Bronze Medal,WIFFEN Daniel,Male,Ireland,Swimming,Men's 1500m Freestyle
04-08-2024,Gold Medal,SJOESTROEM Sarah,Female,Sweden,Swimming,Women's 50m Freestyle
04-08-2024,Silver Medal,HARRIS Meg,Female,Australia,Swimming,Women's 50m Freestyle
04-08-2024,Bronze Medal,ZHANG Yufei,Female,China,Swimming,Women's 50m Freestyle
04-08-2024,Gold Medal,FAN Zhendong,Male,China,Table Tennis,Men's Singles
04-08-2024,Silver Medal,MOREGARD Truls,Male,Sweden,Table Tennis,Men's Singles
04-08-2024,Bronze Medal,LEBRUN Felix,Male,France,Table Tennis,Men's Singles
04-08-2024,Gold Medal,DJOKOVIC Novak,Male,Serbia,Tennis,Men's Singles
04-08-2024,Silver Medal,ALCARAZ Carlos,Male,Spain,Tennis,Men's Singles
05-08-2024,Gold Medal,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Men's Horizontal Bar
05-08-2024,Silver Medal,BARAJAS Angel,Male,Colombia,Artistic Gymnastics,Men's Horizontal Bar
05-08-2024,Bronze Medal,ZHANG Boheng,Male,China,Artistic Gymnastics,Men's Horizontal Bar
05-08-2024,Bronze Medal,TANG Chia-Hung,Male,Chinese Taipei,Artistic Gymnastics,Men's Horizontal Bar
05-08-2024,Gold Medal,ZOU Jingyuan,Male,China,Artistic Gymnastics,Men's Parallel Bars
05-08-2024,Silver Medal,KOVTUN Illia,Male,Ukraine,Artistic Gymnastics,Men's Parallel Bars
05-08-2024,Bronze Medal,OKA Shinnosuke,Male,Japan,Artistic Gymnastics,Men's Parallel Bars
05-08-2024,Gold Medal,D'AMATO Alice,Female,Italy,Artistic Gymnastics,Women's Balance Beam
05-08-2024,Silver Medal,ZHOU Yaqin,Female,China,Artistic Gymnastics,Women's Balance Beam
05-08-2024,Bronze Medal,ESPOSITO Manila,Female,Italy,Artistic Gymnastics,Women's Balance Beam
05-08-2024,Gold Medal,ANDRADE Rebeca,Female,Brazil,Artistic Gymnastics,Women's Floor Exercise
05-08-2024,Silver Medal,BILES Simone,Female,United States,Artistic Gymnastics,Women's Floor Exercise
05-08-2024,Bronze Medal,BARBOSU Ana,Female,Romania,Artistic Gymnastics,Women's Floor Exercise
05-08-2024,Gold Medal,DUPLANTIS Armand,Male,Sweden,Athletics,Men's Pole Vault
05-08-2024,Silver Medal,KENDRICKS Sam,Male,United States,Athletics,Men's Pole Vault
05-08-2024,Bronze Medal,KARALIS Emmanouil,Male,Greece,Athletics,Men's Pole Vault
05-08-2024,Gold Medal,CHEBET Beatrice,Female,Kenya,Athletics,Women's 5000m
05-08-2024,Silver Medal,KIPYEGON Faith,Female,Kenya,Athletics,Women's 5000m
05-08-2024,Bronze Medal,HASSAN Sifan,Female,Netherlands,Athletics,Women's 5000m
05-08-2024,Gold Medal,HODGKINSON Keely,Female,Great Britain,Athletics,Women's 800m
05-08-2024,Silver Medal,DUGUMA Tsige,Female,Ethiopia,Athletics,Women's 800m
05-08-2024,Bronze Medal,MORAA Mary,Female,Kenya,Athletics,Women's 800m
05-08-2024,Gold Medal,ALLMAN Valarie,Female,United States,Athletics,Women's Discus Throw
05-08-2024,Silver Medal,FENG Bin,Female,China,Athletics,Women's Discus Throw
05-08-2024,Bronze Medal,ELKASEVIC Sandra,Female,Croatia,Athletics,Women's Discus Throw
05-08-2024,Gold Medal,AXELSEN Viktor,Male,Denmark,Badminton,Men's Singles
05-08-2024,Silver Medal,VITIDSARN Kunlavut,Male,Thailand,Badminton,Men's Singles
05-08-2024,Bronze Medal,LEE Zii Jia,Male,Malaysia,Badminton,Men's Singles
05-08-2024,Gold Medal,AN Se Young,Female,Korea,Badminton,Women's Singles
05-08-2024,Silver Medal,HE Bing Jiao,Female,China,Badminton,Women's Singles
05-08-2024,Gold Medal,BUTCHER Finn,Male,New Zealand,Canoe Slalom,Men's Kayak Cross
05-08-2024,Silver Medal,CLARKE Joseph,Male,Great Britain,Canoe Slalom,Men's Kayak Cross
05-08-2024,Bronze Medal,HEGGE Noah,Male,Germany,Canoe Slalom,Men's Kayak Cross
05-08-2024,Gold Medal,FOX Noemie,Female,Australia,Canoe Slalom,Women's Kayak Cross
05-08-2024,Silver Medal,HUG Angele,Female,France,Canoe Slalom,Women's Kayak Cross
05-08-2024,Bronze Medal,WOODS Kimberley,Female,Great Britain,Canoe Slalom,Women's Kayak Cross
05-08-2024,Gold Medal,LI Yuehong,Male,China,Shooting,25m Rapid Fire Pistol Men
05-08-2024,Silver Medal,CHO Yeongjae,Male,Korea,Shooting,25m Rapid Fire Pistol Men
05-08-2024,Bronze Medal,WANG Xinjie,Male,China,Shooting,25m Rapid Fire Pistol Men
05-08-2024,Gold Medal,VAAST Kauli,Male,France,Surfing,Men
05-08-2024,Silver Medal,ROBINSON Jack,Male,Australia,Surfing,Men
05-08-2024,Bronze Medal,MEDINA Gabriel,Male,Brazil,Surfing,Men
05-08-2024,Gold Medal,MARKS Caroline,Female,United States,Surfing,Women
05-08-2024,Silver Medal,WESTON-WEBB Tatiana,Female,Brazil,Surfing,Women
05-08-2024,Bronze Medal,DEFAY Johanne,Female,France,Surfing,Women
06-08-2024,Gold Medal,HOCKER Cole,Male,United States,Athletics,Men's 1500m
06-08-2024,Silver Medal,KERR Josh,Male,Great Britain,Athletics,Men's 1500m
06-08-2024,Bronze Medal,NUGUSE Yared,Male,United States,Athletics,Men's 1500m
06-08-2024,Gold Medal,TENTOGLOU Miltiadis,Male,Greece,Athletics,Men's Long Jump
06-08-2024,Silver Medal,PINNOCK Wayne,Male,Jamaica,Athletics,Men's Long Jump
06-08-2024,Bronze Medal,FURLANI Mattia,Male,Italy,Athletics,Men's Long Jump
06-08-2024,Gold Medal,THOMAS Gabrielle,Female,United States,Athletics,Women's 200m
06-08-2024,Silver Medal,ALFRED Julien,Female,Saint Lucia,Athletics,Women's 200m
06-08-2024,Bronze Medal,BROWN Brittany,Female,United States,Athletics,Women's 200m
06-08-2024,Gold Medal,YAVI Winfred,Female,Bahrain,Athletics,Women's 3000m Steeplechase
06-08-2024,Silver Medal,CHEMUTAI Peruth,Female,Uganda,Athletics,Women's 3000m Steeplechase
06-08-2024,Bronze Medal,CHEROTICH Faith,Female,Kenya,Athletics,Women's 3000m Steeplechase
06-08-2024,Gold Medal,ROGERS Camryn,Female,Canada,Athletics,Women's Hammer Throw
06-08-2024,Silver Medal,ECHIKUNWOKE Annette Nneka,Female,United States,Athletics,Women's Hammer Throw
06-08-2024,Bronze Medal,ZHAO Jie,Female,China,Athletics,Women's Hammer Throw
06-08-2024,Bronze Medal,JONES Omari,Male,United States,Boxing,Men's 71kg
06-08-2024,Bronze Medal,RICHARDSON Lewis,Male,Great Britain,Boxing,Men's 71kg
06-08-2024,Bronze Medal,KYZAIBAY Nazym,Female,Kazakhstan,Boxing,Women's 50kg
06-08-2024,Bronze Medal,VILLEGAS Aira,Female,Philippines,Boxing,Women's 50kg
06-08-2024,Gold Medal,HARRINGTON Kellie,Female,Ireland,Boxing,Women's 60kg
06-08-2024,Silver Medal,YANG Wenlu,Female,China,Boxing,Women's 60kg
06-08-2024,Bronze Medal,SUWANNAPHENG Janjaem,Female,Thailand,Boxing,Women's 66kg
06-08-2024,Bronze Medal,CHEN Nien Chin,Female,Chinese Taipei,Boxing,Women's 66kg
06-08-2024,Gold Medal,QUAN Hongchan,Female,China,Diving,Women's 10m Platform
06-08-2024,Silver Medal,CHEN Yuxi,Female,China,Diving,Women's 10m Platform
06-08-2024,Bronze Medal,KIM Mi Rae,Female,DPR Korea,Diving,Women's 10m Platform
06-08-2024,Gold Medal,KUKUK Christian,Male,Germany,Equestrian,Jumping Individual
06-08-2024,Silver Medal,GUERDAT Steve,Male,Switzerland,Equestrian,Jumping Individual
06-08-2024,Bronze Medal,van der VLEUTEN Maikel,Male,Netherlands,Equestrian,Jumping Individual
06-08-2024,Gold Medal,TREW Arisa,Female,Australia,Skateboarding,Women's Park
06-08-2024,Silver Medal,HIRAKI Cocona,Female,Japan,Skateboarding,Women's Park
06-08-2024,Bronze Medal,BROWN Sky,Female,Great Britain,Skateboarding,Women's Park
06-08-2024,Gold Medal,LOPEZ NUNEZ Mijain,Male,Cuba,Wrestling,Men's Greco-Roman 130kg
06-08-2024,Silver Medal,ACOSTA FERNANDEZ Yasmani,Male,Chile,Wrestling,Men's Greco-Roman 130kg
06-08-2024,Bronze Medal,MIRZAZADEH Amin,Male,IR Iran,Wrestling,Men's Greco-Roman 130kg
06-08-2024,Bronze Medal,MENG Lingzhe,Male,China,Wrestling,Men's Greco-Roman 130kg
06-08-2024,Gold Medal,FUMITA Kenichiro,Male,Japan,Wrestling,Men's Greco-Roman 60kg
06-08-2024,Silver Medal,CAO Liguo,Male,China,Wrestling,Men's Greco-Roman 60kg
06-08-2024,Bronze Medal,SHARSHENBEKOV Zholaman,Male,Kyrgyzstan,Wrestling,Men's Greco-Roman 60kg
06-08-2024,Bronze Medal,RI Se Ung,Male,DPR Korea,Wrestling,Men's Greco-Roman 60kg
06-08-2024,Gold Medal,ELOR Amit,Female,United States,Wrestling,Women's Freestyle 68kg
06-08-2024,Silver Medal,ZHUMANAZAROVA Meerim,Female,Kyrgyzstan,Wrestling,Women's Freestyle 68kg
06-08-2024,Bronze Medal,CAVUSOGLU TOSUN Buse,Female,Türkiye,Wrestling,Women's Freestyle 68kg
06-08-2024,Bronze Medal,OZAKI Nonoka,Female,Japan,Wrestling,Women's Freestyle 68kg
07-08-2024,Gold Medal,EL BAKKALI Soufiane,Male,Morocco,Athletics,Men's 3000m Steeplechase
07-08-2024,Silver Medal,ROOKS Kenneth,Male,United States,Athletics,Men's 3000m Steeplechase
07-08-2024,Bronze Medal,KIBIWOT Abraham,Male,Kenya,Athletics,Men's 3000m Steeplechase
07-08-2024,Gold Medal,HALL Quincy,Male,United States,Athletics,Men's 400m
07-08-2024,Silver Medal,HUDSON-SMITH Matthew,Male,Great Britain,Athletics,Men's 400m
07-08-2024,Bronze Medal,SAMUKONGA Muzala,Male,Zambia,Athletics,Men's 400m
07-08-2024,Gold Medal,STONA Roje,Male,Jamaica,Athletics,Men's Discus Throw
07-08-2024,Silver Medal,ALEKNA Mykolas,Male,Lithuania,Athletics,Men's Discus Throw
07-08-2024,Bronze Medal,DENNY Matthew,Male,Australia,Athletics,Men's Discus Throw
07-08-2024,Gold Medal,KENNEDY Nina,Female,Australia,Athletics,Women's Pole Vault
07-08-2024,Silver Medal,MOON Katie,Female,United States,Athletics,Women's Pole Vault
07-08-2024,Bronze Medal,NEWMAN Alysha,Female,Canada,Athletics,Women's Pole Vault
07-08-2024,Bronze Medal,TIAFACK Nelvie Raman,Male,Germany,Boxing,Men's +92kg
07-08-2024,Bronze Medal,ABOUDOU MOINDZE Djamili-Dini,Male,France,Boxing,Men's +92kg
07-08-2024,Gold Medal,ALVAREZ BORGES Erislandy,Male,Cuba,Boxing,Men's 63.5kg
07-08-2024,Silver Medal,OUMIHA Sofiane,Male,France,Boxing,Men's 63.5kg
07-08-2024,Gold Medal,KHYZHNIAK Oleksandr,Male,Ukraine,Boxing,Men's 80kg
07-08-2024,Silver Medal,ORALBAY Nurbek,Male,Kazakhstan,Boxing,Men's 80kg
07-08-2024,Bronze Medal,YILDIZ KAHRAMAN Esra,Female,Türkiye,Boxing,Women's 57kg
07-08-2024,Bronze Medal,PETECIO Nesthy,Female,Philippines,Boxing,Women's 57kg
07-08-2024,Gold Medal,WEARN Matt,Male,Australia,Sailing,Men's Dinghy
07-08-2024,Silver Medal,KONTIDES Pavlos,Male,Cyprus,Sailing,Men's Dinghy
07-08-2024,Bronze Medal,PESCHIERA Stefano,Male,Peru,Sailing,Men's Dinghy
07-08-2024,Gold Medal,BOUWMEESTER Marit,Female,Netherlands,Sailing,Women's Dinghy
07-08-2024,Silver Medal,RINDOM Anne-Marie,Female,Denmark,Sailing,Women's Dinghy
07-08-2024,Bronze Medal,HOEST Line Flem,Female,Norway,Sailing,Women's Dinghy
07-08-2024,Gold Medal,PALMER Keegan,Male,Australia,Skateboarding,Men's Park
07-08-2024,Silver Medal,SCHAAR Tom,Male,United States,Skateboarding,Men's Park
07-08-2024,Bronze Medal,AKIO Augusto,Male,Brazil,Skateboarding,Men's Park
07-08-2024,Gold Medal,MIROSLAW Aleksandra,Female,Poland,Sport Climbing,Women's Speed
07-08-2024,Silver Medal,DENG Lijuan,Female,China,Sport Climbing,Women's Speed
07-08-2024,Bronze Medal,KALUCKA Aleksandra,Female,Poland,Sport Climbing,Women's Speed
07-08-2024,Gold Medal,PARK Taejoon,Male,Korea,Taekwondo,Men -58kg
07-08-2024,Silver Medal,MAGOMEDOV Gashim,Male,Azerbaijan,Taekwondo,Men -58kg
07-08-2024,Bronze Medal,RAVET Cyrian,Male,France,Taekwondo,Men -58kg
07-08-2024,Bronze Medal,JENDOUBI Mohamed Khalil,Male,Tunisia,Taekwondo,Men -58kg
07-08-2024,Gold Medal,WONGPATTANAKIT Panipak,Female,Thailand,Taekwondo,Women -49kg
07-08-2024,Silver Medal,GUO Qing,Female,China,Taekwondo,Women -49kg
07-08-2024,Bronze Medal,NEMATZADEH Mobina,Female,IR Iran,Taekwondo,Women -49kg
07-08-2024,Bronze Medal,STOJKOVIC Lena,Female,Croatia,Taekwondo,Women -49kg
07-08-2024,Gold Medal,LI Fabin,Male,China,Weightlifting,Men's 61kg
07-08-2024,Silver Medal,SILACHAI Theerapong,Male,Thailand,Weightlifting,Men's 61kg
07-08-2024,Bronze Medal,MORRIS Hampton,Male,United States,Weightlifting,Men's 61kg
07-08-2024,Gold Medal,HOU Zhihui,Female,China,Weightlifting,Women's 49kg
07-08-2024,Silver Medal,CAMBEI Mihaela Valentina,Female,Romania,Weightlifting,Women's 49kg
07-08-2024,Bronze Medal,KHAMBAO Surodchana,Female,Thailand,Weightlifting,Women's 49kg
07-08-2024,Gold Medal,KUSAKA Nao,Male,Japan,Wrestling,Men's Greco-Roman 77kg
07-08-2024,Silver Medal,ZHADRAYEV Demeu,Male,Kazakhstan,Wrestling,Men's Greco-Roman 77kg
07-08-2024,Bronze Medal,AMOYAN Malkhas,Male,Armenia,Wrestling,Men's Greco-Roman 77kg
07-08-2024,Bronze Medal,MAKHMUDOV Akzhol,Male,Kyrgyzstan,Wrestling,Men's Greco-Roman 77kg
07-08-2024,Gold Medal,SARAVI Mohammadhadi,Male,IR Iran,Wrestling,Men's Greco-Roman 97kg
07-08-2024,Silver Medal,ALEKSANYAN Artur,Male,Armenia,Wrestling,Men's Greco-Roman 97kg
07-08-2024,Bronze Medal,ROSILLO KINDELAN Gabriel Alejandro,Male,Cuba,Wrestling,Men's Greco-Roman 97kg
07-08-2024,Bronze Medal,DZHUZUPBEKOV Uzur,Male,Kyrgyzstan,Wrestling,Men's Greco-Roman 97kg
07-08-2024,Gold Medal,HILDEBRANDT Sarah Ann,Female,United States,Wrestling,Women's Freestyle 50kg
07-08-2024,Silver Medal,GUZMAN LOPEZ Yusneylis,Female,Cuba,Wrestling,Women's Freestyle 50kg
07-08-2024,Bronze Medal,SUSAKI Yui,Female,Japan,Wrestling,Women's Freestyle 50kg
07-08-2024,Bronze Medal,FENG Ziqi,Female,China,Wrestling,Women's Freestyle 50kg
08-08-2024,Gold Medal,HOLLOWAY Grant,Male,United States,Athletics,Men's 110m Hurdles
08-08-2024,Silver Medal,ROBERTS Daniel,Male,United States,Athletics,Men's 110m Hurdles
08-08-2024,Bronze Medal,BROADBELL Rasheed,Male,Jamaica,Athletics,Men's 110m Hurdles
08-08-2024,Gold Medal,TEBOGO Letsile,Male,Botswana,Athletics,Men's 200m
08-08-2024,Silver Medal,BEDNAREK Kenneth,Male,United States,Athletics,Men's 200m
08-08-2024,Bronze Medal,LYLES Noah,Male,United States,Athletics,Men's 200m
08-08-2024,Gold Medal,NADEEM Arshad,Male,Pakistan,Athletics,Men's Javelin Throw
08-08-2024,Silver Medal,CHOPRA Neeraj,Male,India,Athletics,Men's Javelin Throw
08-08-2024,Bronze Medal,PETERS Anderson,Male,Grenada,Athletics,Men's Javelin Throw
08-08-2024,Gold Medal,McLAUGHLIN-LEVRONE Sydney,Female,United States,Athletics,Women's 400m Hurdles
08-08-2024,Silver Medal,COCKRELL Anna,Female,United States,Athletics,Women's 400m Hurdles
08-08-2024,Bronze Medal,BOL Femke,Female,Netherlands,Athletics,Women's 400m Hurdles
08-08-2024,Gold Medal,DAVIS-WOODHALL Tara,Female,United States,Athletics,Women's Long Jump
08-08-2024,Silver Medal,MIHAMBO Malaika,Female,Germany,Athletics,Women's Long Jump
08-08-2024,Bronze Medal,MOORE Jasmine,Female,United States,Athletics,Women's Long Jump
08-08-2024,Gold Medal,DUSMATOV Hasanboy,Male,Uzbekistan,Boxing,Men's 51kg
08-08-2024,Silver Medal,BENNAMA Billal,Male,France,Boxing,Men's 51kg
08-08-2024,Bronze Medal,SENIOR Charlie,Male,Australia,Boxing,Men's 57kg
08-08-2024,Bronze Medal,IBANEZ DIAZ Javier,Male,Bulgaria,Boxing,Men's 57kg
08-08-2024,Gold Medal,CHANG Yuan,Female,China,Boxing,Women's 54kg
08-08-2024,Silver Medal,AKBAS Hatice,Female,Türkiye,Boxing,Women's 54kg
08-08-2024,Bronze Medal,PARKER Caitlin,Female,Australia,Boxing,Women's 75kg
08-08-2024,Bronze Medal,DJANKEU NGAMBA Cindy Winner,Female,EOR,Boxing,Women's 75kg
08-08-2024,Gold Medal,THOMAS Benjamin,Male,France,Cycling Track,Men's Omnium
08-08-2024,Silver Medal,LEITAO Iuri,Male,Portugal,Cycling Track,Men's Omnium
08-08-2024,Bronze Medal,van den BOSSCHE Fabio,Male,Belgium,Cycling Track,Men's Omnium
08-08-2024,Gold Medal,ANDREWS Ellesse,Female,New Zealand,Cycling Track,Women's Keirin
08-08-2024,Silver Medal,van de WOUW Hetty,Female,Netherlands,Cycling Track,Women's Keirin
08-08-2024,Bronze Medal,FINUCANE Emma,Female,Great Britain,Cycling Track,Women's Keirin
08-08-2024,Gold Medal,XIE Siyi,Male,China,Diving,Men's 3m Springboard
08-08-2024,Silver Medal,WANG Zongyuan,Male,China,Diving,Men's 3m Springboard
08-08-2024,Bronze Medal,OLVERA IBARRA Osmar,Male,Mexico,Diving,Men's 3m Springboard
08-08-2024,Gold Medal,van ROUWENDAAL Sharon,Female,Netherlands,Marathon Swimming,Women's 10km
08-08-2024,Silver Medal,JOHNSON Moesha,Female,Australia,Marathon Swimming,Women's 10km
08-08-2024,Bronze Medal,TADDEUCCI Ginevra,Female,Italy,Marathon Swimming,Women's 10km
08-08-2024,Gold Medal,ALDRIDGE Eleanor,Female,Great Britain,Sailing,Women's Kite
08-08-2024,Silver Medal,NOLOT Lauriane,Female,France,Sailing,Women's Kite
08-08-2024,Bronze Medal,LAMMERTS Annelous,Female,Netherlands,Sailing,Women's Kite
08-08-2024,Gold Medal,LEONARDO Veddriq,Male,Indonesia,Sport Climbing,Men's Speed
